geoid,over_65,total
26163566500,448,1190
27003050238,448,1509
27053022301,448,967
27061480805,448,1275
28141950302,448,1227
28145950300,448,1683
29055450301,448,1023
29099700210,448,1590
30035940400,448,1141
32003003635,448,1794
32003005113,448,1181
34001012701,448,1539
34003019102,448,1357
34007603303,448,1197
34017013200,448,1695
34027042302,448,1612
36025971000,448,1111
36029000200,448,1756
36029013600,448,1472
36055006000,448,1754
36059302102,448,1168
36061007400,448,2758
36083052201,448,1593
36119007401,448,1691
37035010900,448,1298
37135011209,448,1301
37155961602,448,1186
37169070701,448,1264
38027959200,448,1142
39023001400,448,1860
39027965100,448,1630
39049004900,448,2135
39049006353,448,2884
39049009802,448,1389
39133601902,448,1099
39147962700,448,1272
39165030600,448,1425
40027201902,448,1967
42003415002,448,1046
42021013500,448,1203
42045405200,448,1236
42101019501,448,1903
45023020500,448,1242
45035010501,448,2389
45041001503,448,1431
45053950302,448,1586
46081966601,448,761
47075930400,448,1495
47093004100,448,2280
47103975700,448,1471
47125102008,448,2743
47179060504,448,1678
48029121203,448,1770
48029181720,448,1635
48031950202,448,1326
48085031333,448,1268
48201552802,448,1700
48215020732,448,1240
48303010601,448,1261
48325000301,448,966
48439113716,448,1563
48453001605,448,2532
48479000200,448,1192
48491020405,448,3203
49003960802,448,1643
50023955000,448,1169
51003010202,448,1246
51036600200,448,987
51037930200,448,1144
51085320805,448,1313
53033010601,448,2005
53053072310,448,1702
53063011102,448,1729
53063012600,448,1846
53073010409,448,1502
54047954504,448,1406
55025011508,448,1737
55079005400,448,1513
72005400501,448,1148
72113073001,448,1018
01001020501,447,1834
01053969802,447,1532
04013105602,447,2261
04013116728,447,1755
05023480203,447,905
05087960100,447,1387
06025011801,447,1098
06037137401,447,1690
06037272301,447,1394
06037274100,447,2046
06037430102,447,1243
06059021809,447,1037
06061021047,447,1548
06069000501,447,1734
06071002046,447,1994
06073002905,447,1918
06073013903,447,1202
06073016609,447,2015
06073016616,447,1395
06077003700,447,1204
06077005139,447,1147
06085502800,447,1488
06085512025,447,946
06089010702,447,1299
06107002904,447,1837
09130550202,447,1154
10003016000,447,955
12011040801,447,1676
12071001916,447,778
12099007501,447,1789
12103025508,447,745
12105012001,447,1794
12117021706,447,1678
12123950100,447,1192
13067030910,447,1275
13139000800,447,1186
13143010401,447,1052
13261950800,447,959
17031292500,447,1488
17031804716,447,1561
17031814100,447,1361
17031823001,447,2683
17119400904,447,1417
17179021801,447,1478
17183011100,447,967
18057110201,447,1660
18085961500,447,1044
18095001902,447,1219
18103952000,447,1546
18123952300,447,1343
20009971500,447,1460
20035493400,447,895
20091053502,447,1214
21227011200,447,1870
22015011123,447,1710
22033003909,447,2062
23003950900,447,928
25027705102,447,1734
26069000900,447,831
26075005700,447,1319
26097950200,447,1081
26139020400,447,1778
26163594401,447,1252
27001790503,447,758
27137010601,447,1303
29125880100,447,1092
29175490600,447,1383
29177080202,447,1414
33013032500,447,1295
34017010900,447,1216
34021001102,447,1508
34023001414,447,2006
36005002500,447,1903
36027060302,447,1043
36029004200,447,1398
36029009115,447,2130
36045060302,447,854
36047102600,447,967
36059409500,447,1265
37013931002,447,1277
37039930200,447,962
37057061705,447,1339
37119006103,447,2005
37133000207,447,1513
39025041403,447,1767
39035184105,447,1620
39049007114,447,2176
39103410000,447,1434
39155933301,447,1057
39171950500,447,1430
40119011400,447,1530
40125500400,447,1417
41065970500,447,1566
42011013404,447,1375
42041011002,447,1251
42069102700,447,1190
42091200903,447,1994
42095017800,447,1253
42097080700,447,1338
42101031900,447,1783
45019002605,447,1628
45085000800,447,1066
47047060300,447,1196
47099960800,447,1306
47107970104,447,1235
48037011403,447,1239
48085030546,447,1816
48093950102,447,926
48113006502,447,1023
48201552402,447,1019
48201554404,447,1616
48215022205,447,1104
48215022402,447,2218
48215022801,447,1216
48291700100,447,1588
48339690101,447,1641
48355000700,447,1565
48439113409,447,925
48481741000,447,1537
49035111905,447,1802
49035112612,447,1946
49041975300,447,1663
49051960402,447,1483
49057200600,447,1687
53005010705,447,2082
53033005000,447,2508
53033024703,447,1587
53053071601,447,1662
53053071705,447,1517
53067012211,447,989
54043955800,447,1421
54107011000,447,1209
55099970400,447,915
55109120906,447,1286
56015958000,447,1115
72021031004,447,1052
72057270202,447,1267
72131958900,447,1072
01009050501,446,1504
01089010404,446,1167
01125010102,446,1284
04013422660,446,2097
05145070501,446,1199
06001410400,446,1461
06001438201,446,1220
06037117530,446,1722
06037236206,446,1345
06037403702,446,1297
06037480901,446,1601
06037502401,446,1355
06037576601,446,2509
06059075603,446,1481
06071002101,446,1509
06071010033,446,835
06071010037,446,2424
06071010300,446,1304
06077002401,446,1269
06099001002,446,1377
08101001200,446,985
09110502600,446,1350
10003014814,446,1508
10005050506,446,1239
11001009509,446,1388
12086001701,446,1724
12086010018,446,896
12086016501,446,945
12095014705,446,3180
12127091025,446,1590
13089021906,446,1988
13089023313,446,1710
13135050628,446,1801
13139001603,446,1696
13155950202,446,1292
17019010902,446,1508
17031829600,446,1163
17067954000,446,813
17075950200,446,1442
17163504356,446,1490
17197880602,446,1562
18009975100,446,1350
18057110820,446,2037
18157000300,446,1566
18173030501,446,1347
19101090100,446,1084
20173009804,446,1266
21067004106,446,1661
21111007800,446,1591
21215080101,446,1733
22015010808,446,1898
22073005305,446,1545
22105953701,446,1842
23001020500,446,1494
24033803607,446,1022
24047951400,446,1252
25013812701,446,1630
25017311400,446,2602
25017317102,446,1705
25017373300,446,1245
25021403300,446,1531
25023506202,446,1125
26057001000,446,1563
26065006401,446,1661
26099230400,446,1646
26163583600,446,1153
27037060839,446,1705
27045960400,446,1227
27159480100,446,1293
28061950101,446,1158
29047020602,446,1781
29099701001,446,1822
29163460100,446,1466
34005704500,446,1811
34013002203,446,2535
34015500705,446,1710
35001000704,446,1618
35013001703,446,968
36001013709,446,1277
36029009900,446,1564
36039080700,446,1165
36055008301,446,1726
36071014700,446,1518
36081044400,446,1281
36085014607,446,1714
36087012504,446,1120
36103110402,446,1351
37023021302,446,1237
37071032507,446,1552
37089930401,446,1142
37119004302,446,1786
37155960301,446,1188
38017040700,446,3606
39017014900,446,1770
39033974100,446,1427
39049009801,446,1286
40097040802,446,1132
41051002502,446,2212
42003130700,446,1052
42045409000,446,1383
42051263000,446,1255
42077006401,446,1245
42101029000,446,2093
42101038500,446,924
42127961101,446,991
42133010210,446,1496
45045002804,446,921
45071950204,446,1315
45077010603,446,1386
47011010900,446,1280
47179061404,446,1531
48029121124,446,1054
48037011002,446,1892
48061013600,446,1104
48113018137,446,1427
48121020321,446,2180
48121021630,446,1848
48167720800,446,1377
48167725900,446,1570
48201422800,446,1606
48201540502,446,1615
48245000306,446,1620
48331950100,446,974
49011125305,446,2001
49035112102,446,1765
49035113114,446,3251
51059432401,446,1035
51063920103,446,1662
51107611015,446,1362
51590001000,446,1588
53023970300,446,1052
53033022901,446,1079
54039013400,446,982
54053954801,446,947
54069002100,446,1154
55025000505,446,1605
55035001300,446,2142
55073002200,446,1214
55079000304,446,1180
72061040432,446,1009
72127008400,446,1315
01055010100,445,957
01059973300,445,1125
01109189200,445,1151
04013103609,445,2587
04013104226,445,1705
05007020607,445,4706
05085020106,445,884
06001428600,445,1553
06001436404,445,1188
06013303104,445,1813
06037119900,445,1246
06037407501,445,958
06037571703,445,1070
06037600302,445,986
06059032031,445,1164
06059074110,445,982
06065041804,445,1371
06065046405,445,1096
06067008122,445,1314
06071005101,445,1580
06073003204,445,1054
06073003208,445,2031
06073020902,445,886
06077005133,445,1277
06099000915,445,1383
06099003905,445,1688
06111000902,445,958
06111005502,445,2165
08005005552,445,1217
08123001100,445,1894
09110510600,445,1977
09190021900,445,2333
12011070327,445,2185
12019031302,445,1430
12031013904,445,2160
12033004000,445,1288
12057011108,445,792
12071001917,445,1283
12081002010,445,1328
12086009063,445,989
12099001918,445,1587
13273120300,445,1175
15003008921,445,583
17019010500,445,1588
17031410900,445,1958
17031806104,445,1830
17031827200,445,1326
17063000102,445,2805
17143002701,445,1569
17197880508,445,1135
17197883811,445,1084
18127050801,445,1546
19169000105,445,1481
20015020602,445,1280
20091050200,445,1870
21049020103,445,1279
21113060103,445,1181
22055001002,445,1629
22079010400,445,1059
22105953501,445,1369
23005002001,445,1505
23005017307,445,1124
24001001900,445,1153
24005403201,445,1261
24035810902,445,1130
25009260100,445,2486
25017388300,445,1951
25025010403,445,1672
26163576700,445,1405
27031480200,445,1010
27037060606,445,1110
27053026713,445,1836
27123042900,445,1930
28029950600,445,1228
29077004107,445,1809
29095012906,445,1777
31079000300,445,2067
31109002900,445,2965
31145963100,445,1055
31169963200,445,1088
32031002707,445,1473
34003057102,445,1552
34013015800,445,1590
34025802200,445,1418
35028000400,445,2456
36005039600,445,1447
36029003400,445,1373
36047042600,445,1512
36047043700,445,1983
36063022713,445,1343
36065024302,445,1333
36067011201,445,1855
39003010802,445,1320
39113003100,445,1478
39117965501,445,1283
39153520104,445,1967
40017300500,445,1219
40077087300,445,1004
41035971700,445,1425
41051005903,445,1871
42011010804,445,1282
42021011700,445,943
42029302204,445,2192
42049011102,445,1308
42053530100,445,862
42063960200,445,1451
42071014201,445,1659
42105950200,445,1207
42121201200,445,1368
45075011500,445,1180
45083023602,445,2225
47011011302,445,1056
47065011442,445,1202
47187050303,445,1152
48013960102,445,1566
48029181715,445,2126
48113017805,445,2132
48141010412,445,1366
48149970100,445,877
48201454504,445,2224
48201553804,445,1946
48203020402,445,1819
48355002601,445,1464
48439113102,445,2489
48453001312,445,2370
48453032500,445,2238
48453035900,445,1092
48453041500,445,1264
49035111304,445,1311
53011040706,445,1685
53033021802,445,2221
53033029307,445,1340
54059957100,445,1180
55009000401,445,2140
55009010201,445,1301
55017011001,445,1309
55079090300,445,1506
56021001402,445,1285
72063210507,445,1590
72071410703,445,1312
72127009904,445,943
01025957901,444,1163
01089002803,444,1941
05059020102,444,1349
05123960600,444,1434
06001405302,444,1611
06007000201,444,1974
06037242700,444,1298
06037267202,444,1605
06037311500,444,2326
06037501900,444,1322
06059075301,444,1487
06071003804,444,1148
06075021500,444,2513
06075021800,444,1777
06077003307,444,1697
06079012502,444,2238
06085504102,444,1360
06085512053,444,1640
06115040800,444,1571
08041007602,444,1290
08069002010,444,972
09170142700,444,2483
09180800400,444,1612
09190010300,444,1560
12033001800,444,765
12057006900,444,2424
12087972400,444,1513
12095016902,444,1856
12097040904,444,2832
12099007621,444,865
12115001804,444,1152
12127081701,444,1192
13257970301,444,1384
15003001201,444,1029
16051960401,444,1742
17031031502,444,2516
17031640600,444,1806
17199021001,444,1362
18097321700,444,1924
18157001400,444,1257
19049050815,444,2098
20059954400,444,2026
20177003001,444,1504
21095971000,444,1668
21133950403,444,926
21157950601,444,1201
22079011501,444,1373
22119031600,444,1242
23003950100,444,985
23031020001,444,1313
24021752502,444,1001
24047950900,444,910
25017386100,444,1512
25025070402,444,2039
25025071201,444,1817
26059050102,444,952
26077003500,444,1949
26091062000,444,1102
26111291601,444,1062
26125130200,444,1899
26125184000,444,1532
26125194500,444,707
26151970700,444,900
27017070502,444,1199
27073180300,444,1155
27123036900,444,1222
27141030504,444,1898
28083950900,444,1435
28117950101,444,1216
29029950802,444,1235
29095010600,444,1057
29095014701,444,1738
29117480200,444,1163
29141470503,444,775
29189212500,444,1948
30029001102,444,1408
31109002200,444,2263
33011011101,444,2030
34011040602,444,1357
34039034700,444,1534
35001004713,444,2136
36005041800,444,1314
36027150006,444,972
36045060700,444,1634
36061002602,444,1907
36081080302,444,941
36119006900,444,2047
37009970801,444,1009
37067000900,444,1580
37071032702,444,1147
37139960702,444,1165
37151031307,444,1548
37151031505,444,1381
37171930301,444,832
39035124600,444,1630
39039958300,444,1605
39061004603,444,1554
39159050100,444,1592
40001376900,444,1680
40143007900,444,1479
41047010201,444,999
42003424000,444,1626
45063020803,444,1224
48041002026,444,2205
48113011202,444,885
48113016409,444,1374
48167724200,444,1864
48201211000,444,758
48201343200,444,1694
48201554804,444,1725
48225950300,444,1056
48439111019,444,1530
49035111202,444,1693
49035115211,444,2381
50021963700,444,1127
51001090102,444,769
51059432702,444,1667
51143011100,444,990
51177020309,444,2086
53025010903,444,2119
53067012001,444,1923
53073010103,444,904
53073940002,444,1081
54029020900,444,1189
55019950200,444,1560
55111000500,444,1486
72015280101,444,791
72025201700,444,931
72029100200,444,847
01075030102,443,802
01083020103,443,1297
02130000300,443,1567
05115951201,443,1163
05143010513,443,1216
06019005518,443,2188
06037127604,443,1524
06037231220,443,1367
06037408135,443,1369
06037602302,443,1856
06059089102,443,1710
06065044405,443,881
06071010028,443,1531
06073010300,443,1507
06073013104,443,1848
06073017407,443,1299
06073018101,443,1315
06075025701,443,1559
06085500800,443,2429
06087120302,443,1448
06095252104,443,1771
06095252610,443,1014
06099003003,443,1707
06111005503,443,1286
08001008355,443,1788
08059012027,443,1175
09110477103,443,1407
10003011205,443,879
12031015806,443,1411
12057002702,443,1179
12071040110,443,1550
12086009031,443,1543
12086014400,443,1479
12099000512,443,636
12099003801,443,1055
12099004205,443,1583
12103025419,443,1588
13135050589,443,1679
13151070411,443,2305
13157010106,443,1678
13223120105,443,2401
16027021904,443,1306
17031440101,443,2463
17031600900,443,1542
17201000511,443,1029
17201001400,443,1730
18079960500,443,1239
18127050408,443,1542
18139974200,443,1353
18141000302,443,1169
18177000200,443,1627
20061000300,443,1954
20065952300,443,1181
20093959100,443,1365
20169001200,443,1350
21067003102,443,983
21111010004,443,2062
22061960600,443,2047
22071001755,443,1241
22111960200,443,1399
23017965700,443,1243
24005430200,443,1160
24015031301,443,1187
24033801410,443,1282
24510260401,443,1102
25011041302,443,1239
25023502101,443,2271
26121001901,443,1421
26143970100,443,855
26163537000,443,1054
26163560100,443,1301
26163591501,443,1544
27003050235,443,1229
27053026006,443,1393
27111961600,443,971
27161790300,443,1251
27163070105,443,1663
28035000601,443,1224
28047001701,443,1191
28079040500,443,1138
29095014008,443,1696
29183311391,443,1801
31033955000,443,1348
31055007469,443,1898
31153010636,443,1872
34001010104,443,770
34005700103,443,1476
34015501107,443,1633
36013037000,443,1405
36055014805,443,1264
36069050105,443,1341
36081062200,443,675
36081077907,443,1122
36111952800,443,1223
36117020402,443,1578
36119008902,443,1469
37063002022,443,2363
37127011502,443,1378
37183052816,443,2142
37183053604,443,1605
37183053616,443,2161
39003011900,443,1370
39099812605,443,1129
40027200602,443,1707
40131050702,443,1172
40143005812,443,1177
41051003602,443,2783
41061970300,443,965
42029301600,443,1058
42029307400,443,1533
42069102600,443,1020
42071014603,443,1175
42101007000,443,1492
42129807902,443,1263
42133021300,443,1876
45015020904,443,1546
45045001101,443,1812
45089970700,443,1042
47009010400,443,1241
48041000107,443,1784
48085031624,443,1285
48113007302,443,1703
48121020205,443,1213
48121021729,443,1181
48201241105,443,1683
48201452801,443,1841
48201541005,443,2471
48209010916,443,2952
48357950400,443,2023
48373210401,443,1260
48419950401,443,1130
49011125702,443,1486
49047968202,443,1182
50019951800,443,1238
51059421300,443,1436
51059452501,443,1097
51087200123,443,1444
51530930601,443,1437
51710004900,443,2816
53021020300,443,1803
53033010401,443,1396
53047970800,443,1424
53053073502,443,1687
53057952303,443,1347
53077940005,443,1344
54061011400,443,1148
54065970900,443,1047
55057100600,443,1304
55079101200,443,1296
01031011204,442,1413
01081042101,442,1394
01093964001,442,1303
01095030701,442,1292
01097006503,442,1229
04019003304,442,1776
05055480100,442,1204
06013318000,442,1455
06017030901,442,1224
06029000300,442,1763
06035040500,442,1159
06037113102,442,1036
06037135202,442,1525
06037218300,442,2113
06037228100,442,1147
06037532607,442,1408
06037543000,442,1295
06037920331,442,1221
06053000300,442,1426
06065030300,442,1701
06071003000,442,1102
06073008349,442,1108
06073014102,442,1058
06081609202,442,2202
06085504802,442,1675
06095250300,442,1248
12011040505,442,765
12095012000,442,2301
12103020700,442,1209
12103028500,442,982
12105010300,442,1574
12117021506,442,1448
13013180501,442,2763
13045910101,442,2280
13089021821,442,1202
13189950300,442,1324
13313000401,442,2051
16001010354,442,1795
16027020905,442,1316
17031640500,442,1632
17055041100,442,1315
17075950600,442,1303
17097860808,442,1108
17113000109,442,1973
18015959800,442,1154
18023950600,442,1321
18039001100,442,1774
18057110904,442,1519
21093000700,442,1864
22113950800,442,1667
22115950200,442,1538
23021960600,442,1101
25023501201,442,1366
26103000700,442,1890
26145010405,442,1482
27053025703,442,945
27169670500,442,2048
29073960400,442,1431
29095012501,442,1499
29165030306,442,1994
29183310201,442,2769
30053000402,442,1113
30063001402,442,1523
31109003605,442,1541
32003002828,442,1494
32003005859,442,1643
32031003510,442,1372
34013021803,442,1554
36001001700,442,2086
36001013603,442,1425
36007012400,442,943
36047038500,442,1560
36061016002,442,1190
36081081800,442,1052
36103158505,442,1378
37023020304,442,1076
37035010204,442,2003
37081014410,442,1633
37155962001,442,1270
39029951800,442,1296
39035177607,442,1597
39049007212,442,1933
39081011100,442,967
39173022300,442,1361
42017102003,442,1428
42051260700,442,1536
42079210800,442,1579
45007011204,442,1794
45063021036,442,1538
47021070102,442,1580
47065010600,442,1503
47065011003,442,1386
47167040400,442,1117
47187051205,442,2785
48029171912,442,2383
48157670400,442,1632
48277000500,442,1584
48329001100,442,1581
48367140413,442,1307
48423001913,442,1263
48439104204,442,1010
49003960801,442,1610
49035112604,442,1536
50017959800,442,1160
51059460702,442,1555
51510200600,442,1797
53033025304,442,1609
53033032221,442,2183
53067011622,442,1561
55015020200,442,1357
55101001102,442,974
55107960400,442,1191
55117001100,442,1636
55127000802,442,1113
56019955201,442,1133
72005401401,442,1113
72127008202,442,1162
72137122002,442,1423
01089011400,441,1532
02130000101,441,1103
04013216830,441,1664
04013614900,441,1741
04013616800,441,2165
04019002802,441,2151
05045030301,441,2178
05113950400,441,1121
06001443102,441,1564
06001451703,441,1304
06009000123,441,1177
06025011903,441,1260
06037240401,441,1546
06037269700,441,1490
06037310400,441,1276
06037461600,441,1725
06037480201,441,1270
06037920028,441,2575
06081607600,441,1847
08123001413,441,1075
09190030300,441,1348
12001002101,441,883
12031014334,441,1646
12055960800,441,1107
12071010208,441,1349
12086009021,441,1328
12086010805,441,2001
12103027802,441,1320
13057091012,441,1628
13063040419,441,2284
13089021908,441,1999
13121011513,441,1097
13135050219,441,1750
17031251600,441,1268
17031560800,441,1947
17079977300,441,1150
17097864303,441,1522
17099962000,441,1363
17141961302,441,1143
18057110911,441,2548
18061060201,441,1298
18141011703,441,1581
19045000300,441,1850
19065080200,441,1402
19115450100,441,1142
19169000900,441,1765
21065920302,441,1550
22009030501,441,1272
22029000100,441,961
22113951001,441,1597
23001020600,441,1250
23009965400,441,1118
24005400500,441,1000
24005441101,441,877
24031700206,441,1928
24031703401,441,1468
24033802407,441,1992
25009205600,441,1570
25021400500,441,2582
25027730300,441,2066
26145011001,441,1066
26163566600,441,813
27037060301,441,1940
27053026717,441,2380
27083360300,441,2157
27123037402,441,1726
29031880501,441,2114
29069360500,441,1154
29157470400,441,1537
29213480501,441,919
31141965100,441,1280
32003002829,441,1383
34007601300,441,1689
34023007704,441,1006
34027045904,441,1499
34037371503,441,1064
35057963202,441,1284
36047059800,441,1274
36065025500,441,1653
36071010902,441,1731
36081032900,441,1107
36119010804,441,1038
37133002803,441,2926
38017000903,441,2152
39035190505,441,2183
39049008825,441,2447
39061026900,441,1273
39131952601,441,1301
39149971400,441,1599
39153502800,441,1692
40125501004,441,1307
41051002600,441,1133
42003470400,441,1341
42051262600,441,1267
42101034600,441,1411
42101035302,441,1798
42117951000,441,1201
42125775200,441,1055
45019002007,441,1134
46123971700,441,1245
47037010901,441,1515
47081950202,441,1343
47081950301,441,1139
47139950400,441,1563
47145030205,441,1304
47179060902,441,1586
48029131801,441,1166
48141010356,441,1418
48161000400,441,1037
48201210400,441,1430
48201323701,441,1749
48469001503,441,1239
49035113533,441,1529
49041975100,441,1572
51015070801,441,917
51510200302,441,1381
53033010001,441,1675
53033023100,441,1460
53033025704,441,1407
53037975201,441,1421
53045960301,441,974
53065950700,441,1077
54049021500,441,1292
55041950400,441,1116
55049950200,441,1227
55073002302,441,1371
55101000700,441,2153
01069041100,440,1651
01069041901,440,1132
01125012700,440,1574
04013061037,440,1880
04013619400,440,2136
05031000403,440,1996
06013307201,440,1169
06013392000,440,988
06019007300,440,1257
06037113238,440,1445
06037407701,440,1081
06037408141,440,1010
06037600801,440,1213
06037900610,440,1164
06053010202,440,1276
06067004401,440,1533
06067008504,440,2151
06071009918,440,1156
06073013416,440,1237
06073020207,440,1477
08013012201,440,1486
08041003307,440,1457
08059011904,440,1573
08077001800,440,1298
12005001700,440,1046
12009064602,440,1070
12021010420,440,2092
12117022007,440,1655
13003960200,440,1787
13067031322,440,1604
13135050235,440,2245
13217100400,440,1005
13221960204,440,1138
13285960501,440,1766
13285961100,440,1094
13313000304,440,1350
16017950202,440,977
17043844801,440,1500
17043846106,440,1652
17067954100,440,1361
17097861201,440,1814
17107953200,440,1584
17167002400,440,1326
18135952000,440,1472
18175967500,440,1381
19191950500,440,1418
20021958600,440,1549
23005002503,440,1449
24027601205,440,1876
24033800519,440,1464
25009253201,440,1344
25017317202,440,1333
25027732301,440,2039
26037010104,440,1622
26075006002,440,1221
26093743700,440,1116
26125137102,440,2576
26125142500,440,1087
26125166400,440,1273
26147634100,440,1508
26159012001,440,1498
26163554600,440,1361
26163561301,440,1248
26163565302,440,2280
27053021502,440,1556
27053105500,440,2415
27061480804,440,946
28081951101,440,963
29053950100,440,1331
29077003900,440,1614
29095005801,440,1200
29095008000,440,1330
30029001401,440,1212
30047940400,440,1271
30095966600,440,1127
31055007524,440,1928
31127968100,440,1247
32003001611,440,1465
32003003634,440,1524
34023001411,440,1112
36005007800,440,1981
36005015300,440,1749
36007001800,440,1615
36059406702,440,2069
36081018900,440,1268
36081146300,440,1075
36085012200,440,1374
36099950802,440,1229
36101963000,440,1412
36103158208,440,1495
36103158709,440,1696
37097061403,440,1880
37099950800,440,881
37129012004,440,1409
37155960701,440,1787
39025041702,440,1260
39145002300,440,1543
40093955300,440,1265
40111000602,440,1510
41039001804,440,1363
41061970400,440,1166
42005951500,440,1185
42021013100,440,900
42055012200,440,1576
42065950200,440,1251
42077005506,440,1380
42133023722,440,1185
45045002813,440,1789
46099001804,440,1646
47113001501,440,2025
47179060601,440,1574
47187050209,440,1206
48005000600,440,1706
48025950502,440,1197
48027022600,440,2095
48029181727,440,1883
48061010603,440,1626
48061012506,440,1453
48113017101,440,2000
48141010228,440,1906
48201452502,440,1698
48201554001,440,1267
48325000104,440,1070
48339693301,440,1169
48355002301,440,1238
48397040301,440,1872
48439105517,440,1545
48453001917,440,1549
48453032800,440,1196
51009010401,440,1405
51033030600,440,1237
53007960100,440,942
53017950101,440,1373
53033026802,440,2108
53033031206,440,1672
53063010401,440,2666
55025010504,440,1655
55075960800,440,1082
01045020700,439,1389
01097006201,439,1196
04005002202,439,1477
04013422629,439,1305
04019004078,439,1556
05015950301,439,1510
05031001200,439,1747
05093010300,439,1033
06013346206,439,1183
06013355120,439,1366
06019004901,439,1717
06037190520,439,1526
06037208401,439,1345
06037293301,439,954
06037554600,439,1251
06037603101,439,1617
06037920322,439,967
06047000904,439,1440
06059087902,439,1368
06061022013,439,1123
06067008913,439,1633
06071008705,439,1667
06073005302,439,1301
06073008356,439,1420
06077005216,439,1462
06081604000,439,1203
06081610400,439,1457
06083001002,439,1639
06085503337,439,1051
06085512305,439,1337
08069001109,439,2133
09110496800,439,1467
10005051202,439,527
12031016200,439,1172
12043000201,439,1096
12095015005,439,1085
12103022802,439,1404
13043950200,439,1273
13059000900,439,1944
15003008408,439,3358
17007010102,439,1519
17031460400,439,1333
17031822200,439,1318
17031827600,439,956
17043846209,439,1201
17089850709,439,1405
17105960400,439,1294
17115003000,439,1350
17173959600,439,1265
18097381002,439,1463
18109510900,439,1455
18141001000,439,1640
20037956900,439,1717
21009950900,439,1529
21111012103,439,1597
21195930500,439,1219
21211040503,439,1390
22001960901,439,1364
22033003702,439,1533
24005404600,439,1116
24005492300,439,1405
24013514202,439,1213
24033800605,439,1622
24033802002,439,1798
25023520201,439,1493
25025160502,439,1852
26005030801,439,948
26057000900,439,1262
26099255200,439,2044
26125137800,439,1273
26129950600,439,1113
26155030200,439,1341
27145010500,439,1348
28077960100,439,1370
28081950101,439,1586
29095008400,439,1026
29189221424,439,1772
30049000100,439,846
31155968500,439,1460
32003000514,439,1860
32003003253,439,1384
32003003665,439,1709
32003004920,439,1783
34013015400,439,2859
34025808300,439,878
34041030700,439,2045
35005000302,439,1124
36003951100,439,1340
36005019700,439,2462
36019102800,439,1473
36047057400,439,1010
36061020800,439,2256
36071014602,439,1251
36081103201,439,1910
36103145804,439,1241
37057060601,439,1611
37085071102,439,1751
37151030803,439,1457
37167931102,439,1350
37183052506,439,1257
37183054215,439,1552
38071957700,439,1087
38101010100,439,1538
39017013300,439,1007
39049004500,439,2089
39089752801,439,1491
39151710700,439,1090
40109108107,439,1189
40119011104,439,1495
41005023403,439,2346
41017000602,439,1049
41039000500,439,900
41047000200,439,1808
41067031005,439,2112
42017100804,439,1141
42019902500,439,1623
42073011800,439,1289
42079215501,439,1777
42095015400,439,1179
42103950804,439,1600
42129804902,439,1159
44005040302,439,1212
45023020200,439,1244
45055970300,439,905
47037015405,439,1835
47165020904,439,1573
48029141404,439,1706
48029171928,439,1776
48039660705,439,1904
48113006701,439,1289
48183010600,439,2071
48215023104,439,1364
48215024118,439,1122
48225950102,439,1010
48323950301,439,1387
48365950500,439,1010
48439110301,439,1258
48453000802,439,1499
48453001912,439,1618
48455950100,439,997
49035112302,439,1399
51173030301,439,1157
51183870100,439,1079
53035091800,439,1118
53063014400,439,1772
54011010104,439,1133
54029021300,439,1398
54033030601,439,1075
54039011401,439,1345
55051180100,439,1184
55079000201,439,2027
55127000902,439,1631
56001963101,439,1359
72025201500,439,1061
01015001501,438,1154
01125010403,438,1789
02170000703,438,1710
04013319104,438,3858
04027000200,438,1254
05115951202,438,1991
06013313102,438,1617
06037111201,438,1030
06037402102,438,1348
06037570800,438,1670
06037670102,438,1522
06037910501,438,2123
06053001700,438,1456
06053014302,438,1639
06059001101,438,1434
06067008136,438,1266
06067009319,438,1440
06071001806,438,1214
06071010435,438,937
06073020312,438,1591
06075061000,438,1625
06081601302,438,1497
06081606500,438,1285
06083002103,438,1619
06085504418,438,1142
06085509202,438,1592
06085511702,438,1027
06099003502,438,1803
06107002602,438,1358
06111000303,438,1483
08005007112,438,2671
08005083900,438,1711
08013012107,438,1818
08019014900,438,1364
08069002401,438,741
08123000900,438,1112
09110510400,438,2374
09120061500,438,1718
12011020104,438,1344
12011031101,438,1233
12033003002,438,1468
12086002003,438,1296
12086012802,438,1268
12097043400,438,1740
12103028004,438,1032
13005970202,438,1449
13021013409,438,1664
13067030110,438,1624
13135050739,438,1462
13241970202,438,1146
15007040106,438,855
17007010601,438,1300
17031230600,438,2164
17031804109,438,1173
17089851908,438,1976
17111870906,438,1858
17163501200,438,766
17183010702,438,1217
17197883211,438,1964
18089040801,438,1417
19097950100,438,1175
19121060300,438,1536
19127951000,438,1684
19169000101,438,928
20041084300,438,1094
20177002200,438,1179
21011970300,438,1300
21037052500,438,2489
21111011712,438,2095
23001040000,438,1677
23005017002,438,1100
25009260700,438,1849
25021422301,438,1134
26091060500,438,1222
26125132500,438,1611
26163501100,438,1174
27053024300,438,2410
28149950800,438,1492
28157950100,438,1569
29019001300,438,2421
29097012202,438,1184
29099700209,438,1411
29151490100,438,1330
29189210925,438,2041
31055007101,438,1279
31055007472,438,1620
31135959300,438,1162
32003004715,438,1951
32003005314,438,1028
34003013004,438,2066
34017007100,438,1613
34023007202,438,1516
34035053806,438,832
35001000402,438,1533
35013000103,438,1628
