geoid,over_65,total
55039041600,1066,2556
04013420107,1065,2720
06017031000,1065,2651
06037700801,1065,2329
06111005907,1065,1648
12015020104,1065,1472
15003007508,1065,2233
17043844502,1065,1564
21093000904,1065,2737
24031701503,1065,2257
25021456302,1065,2269
26163515700,1065,2529
27139080903,1065,3262
36059301200,1065,2353
37023020600,1065,2569
39153530902,1065,2835
44007012602,1065,3103
46093020303,1065,2836
47157022700,1065,2837
48141004104,1065,2143
48157672100,1065,1649
51013100200,1065,2416
04015951504,1064,1861
12099007779,1064,1629
12101031412,1064,2165
12105012207,1064,1502
15001021203,1064,2171
17091010204,1064,2239
21111007502,1064,2387
25005654100,1064,2679
32003005015,1064,1890
32003005717,1064,2834
36047037402,1064,2186
41031960301,1064,1959
48157671001,1064,2098
48423002102,1064,2360
06017030606,1063,1819
12009065231,1063,2438
12017450601,1063,2082
12111382008,1063,3139
15009030305,1063,2148
20177003902,1063,2073
21111010007,1063,2053
29189217852,1063,2525
36061027900,1063,4313
42047951100,1063,2542
48477170300,1063,2946
51019030101,1063,3002
51107611010,1063,1157
01077011101,1062,2732
06079011904,1062,2914
12009065201,1062,2360
12009066400,1062,2374
12021010430,1062,2062
12071030202,1062,2482
12117021806,1062,3095
17031710400,1062,2160
18053000500,1062,2279
18163010102,1062,2071
24510270803,1062,2803
25001012102,1062,1694
25009213100,1062,2865
26145010502,1062,2893
39035181100,1062,2997
42101001002,1062,2224
45045002606,1062,2490
47065011323,1062,2422
49053271703,1062,2364
55021970800,1062,2567
04013071903,1061,2523
05119003703,1061,2504
06071009201,1061,2351
12021010702,1061,1816
12083000805,1061,2564
34025811900,1061,2500
35049010601,1061,2303
36005039100,1061,2889
54083966400,1061,2365
72054580200,1061,2496
06083000600,1060,2391
12009066103,1060,1489
17031804202,1060,2758
26125150000,1060,2435
26139021000,1060,2551
36103134702,1060,2426
37157041100,1060,2480
39099813200,1060,2050
39153533501,1060,3658
72047530500,1060,2490
72097082012,1060,1752
06037408725,1059,1941
12105012702,1059,1949
22033004516,1059,2436
25021417801,1059,2547
28033071001,1059,2814
36103134906,1059,2146
41051006402,1059,2500
45051051606,1059,2143
51069050801,1059,2565
06037139701,1058,2171
06059021822,1058,3046
12083002602,1058,2409
17147954600,1058,2843
23019030000,1058,2123
24031701507,1058,1986
26125140303,1058,2173
26137950300,1058,3042
27003050707,1058,2192
42075000200,1058,2107
48029191406,1058,2764
48201541100,1058,2419
48397040510,1058,2288
06073009704,1057,2747
06083000502,1057,2185
09140120100,1057,2839
12057011003,1057,2636
12115002735,1057,1216
18133956500,1057,2952
34019011301,1057,2857
34021004406,1057,2421
37129011703,1057,2278
39113130102,1057,2446
44007012300,1057,2330
47065003300,1057,3039
47183968400,1057,2360
48121020505,1057,3097
51199050306,1057,2193
53009002002,1057,1676
06085502902,1056,3064
12101031203,1056,1374
25027730200,1056,2841
72127009800,1056,2129
06061021501,1055,1941
10005051011,1055,1958
12115002304,1055,1351
17043844601,1055,1590
17097864105,1055,2424
18057110513,1055,4221
18065975600,1055,2167
34013017302,1055,2987
34027045100,1055,2923
36027300000,1055,2518
36029009007,1055,2715
42003475101,1055,2365
42049011002,1055,2010
47187050404,1055,2466
12011110311,1054,2581
12081001104,1054,1852
12105014203,1054,1456
13133950302,1054,1754
35055952101,1054,1607
42059970102,1054,2342
42091200602,1054,3281
42101020200,1054,2104
47145030900,1054,2492
53033028600,1054,2498
05005950801,1053,1979
06093001003,1053,2137
10003016612,1053,2616
12099007830,1053,1720
12101032901,1053,3114
36081152901,1053,2276
37175960403,1053,1429
39173021200,1053,3195
41043030401,1053,2886
42077006310,1053,2020
44007012401,1053,2712
48201554301,1053,2828
01003011411,1052,2851
05007020806,1052,2578
06067007702,1052,1824
06073018804,1052,2062
12053040909,1052,1951
12089050309,1052,2117
18145710700,1052,2492
23015975500,1052,2678
29189220445,1052,2049
34029735001,1052,2504
36103169903,1052,1879
42019911000,1052,2565
49011127100,1052,2790
53011041114,1052,2283
01089010905,1051,3029
12011060214,1051,1574
12021010432,1051,1627
12086019100,1051,2302
17043842604,1051,2013
18081610606,1051,2665
24003740704,1051,3136
28049010304,1051,2403
42001031401,1051,1932
53069950100,1051,2026
04005001500,1050,1846
04015954802,1050,1572
09170165900,1050,2446
12017450201,1050,1918
12053041402,1050,2714
12055961500,1050,2120
12081001907,1050,2717
12101033007,1050,1173
19103010100,1050,2978
24009860901,1050,2219
25017334300,1050,2743
29183311802,1050,2451
32003003309,1050,1841
34023007910,1050,1719
42049010903,1050,2928
48339690702,1050,1971
53009002001,1050,1452
01019956000,1049,2057
06105000102,1049,1873
10001040206,1049,3043
12071020600,1049,1921
12103024505,1049,2962
12103026300,1049,2862
21145031302,1049,2557
23027044000,1049,2138
25013812401,1049,2661
34005703802,1049,2349
36081002500,1049,3221
37183053723,1049,1676
39113100101,1049,2712
42017105507,1049,2709
42045402100,1049,2351
48029121300,1049,2339
53063013101,1049,3847
06099000905,1048,2323
33011011200,1048,2924
35029000100,1048,2390
36059413500,1048,2380
36061006000,1048,2354
39061025001,1048,2727
39153530104,1048,3362
09130680102,1047,2149
09190010700,1047,1641
10005050103,1047,2229
12055961701,1047,1840
12099005949,1047,1472
12099007612,1047,2468
29189215102,1047,2812
36119002202,1047,2330
37031970301,1047,2087
39015951800,1047,2333
45045001900,1047,3128
51087200413,1047,1913
53011040908,1047,2756
06101050101,1046,2670
08041007502,1046,3502
12031016731,1046,2476
12071010206,1046,3244
12099006906,1046,2539
36065023400,1046,2201
36081085300,1046,2523
42013011500,1046,2339
42095017607,1046,3286
55079185100,1046,2692
12011090502,1045,2746
12099004818,1045,1560
12099007778,1045,2935
13057091007,1045,2775
13233010700,1045,2260
18089040900,1045,2737
18089042000,1045,2977
21117065300,1045,3685
42025020900,1045,2574
42101032500,1045,2414
51161030900,1045,2800
72139060501,1045,1838
04013814000,1044,1439
06037461300,1044,2478
12057010107,1044,1838
12105014501,1044,3502
16027021006,1044,2055
20173010302,1044,3937
26099225401,1044,1834
29165030207,1044,2846
29183311103,1044,2699
37081016203,1044,2239
42045406804,1044,1921
01073003600,1043,1839
06037401707,1043,2772
06037543322,1043,2177
06067008601,1043,2264
09130640100,1043,2425
12115002728,1043,1386
17111870809,1043,2828
23025966500,1043,2264
30093000800,1043,2321
34003052100,1043,2612
41039003000,1043,2197
42075004200,1043,1969
51810041200,1043,2531
06083001706,1042,2019
12103026908,1042,1751
16055001802,1042,2360
33015105100,1042,2692
35001000720,1042,2037
04013617600,1041,2681
04019004425,1041,2425
09120090200,1041,2579
09170186200,1041,2228
12109021003,1041,2181
20177003901,1041,2919
25025100800,1041,2751
36061004100,1041,3247
53033025302,1041,2900
55087011101,1041,2480
05005950200,1040,2217
06059032013,1040,1982
13051010812,1040,1940
17201000512,1040,2357
18177000700,1040,2594
25001014002,1040,2040
34013010200,1040,1909
37021002206,1040,2207
41005020504,1040,2581
53061053301,1040,2991
09140345400,1039,2808
12011060215,1039,1594
12071010418,1039,2453
12085000501,1039,2419
17099961701,1039,2554
18089043401,1039,2780
24031701415,1039,2566
34001010403,1039,2297
36007012600,1039,2297
37035011300,1039,2816
39049009755,1039,2990
41039000706,1039,1625
53053071211,1039,2218
01003011601,1038,2728
06001433200,1038,2727
12103026913,1038,1700
13127000303,1038,1574
17163503203,1038,2778
25017356500,1038,2986
25027726100,1038,2454
32003005433,1038,2147
36067004600,1038,2020
41005023800,1038,2266
45045002903,1038,3219
48259970500,1038,2452
53077000401,1038,2304
08067970703,1037,2892
09110484200,1037,2358
15001020600,1037,2182
22103040805,1037,2288
34003014000,1037,2641
36055011707,1037,2688
39035156102,1037,2550
42017100900,1037,2625
45003021201,1037,2313
72097082001,1037,2279
06037482002,1036,2655
06081613600,1036,2049
06101050603,1036,2238
10005051017,1036,2048
12071001903,1036,1483
12127082902,1036,2740
13057090202,1036,2440
36081007500,1036,2488
36081071701,1036,2404
36111953600,1036,2425
37143920202,1036,1713
39035155101,1036,2248
39165032203,1036,3145
40027201505,1036,2630
48309003708,1036,3794
55081950500,1036,2745
04003001900,1035,2695
06041128100,1035,2716
12011090802,1035,2115
17001000100,1035,2367
34001011804,1035,2558
36111954000,1035,2131
37183053009,1035,3525
41005022702,1035,2438
42019911900,1035,2384
47179061800,1035,2653
53003960200,1035,2146
04013106300,1034,2779
04021000319,1034,1132
06037920334,1034,2362
12071050104,1034,1444
12073001702,1034,2810
12127090203,1034,2068
25001013100,1034,2442
27145000502,1034,2521
72075710800,1034,1960
17097864305,1033,1733
21157950400,1033,2420
25027743100,1033,2954
35049010311,1033,2160
37013930900,1033,1726
39035181204,1033,2648
40027201801,1033,2074
42019912800,1033,2769
42049011001,1033,2993
42077006101,1033,1793
55101002702,1033,2830
06073013605,1032,2250
09110487500,1032,3034
12083001205,1032,1990
12115001101,1032,1932
21067004208,1032,3064
26027002100,1032,2609
27053025702,1032,2180
36029014300,1032,2820
37151030600,1032,2790
37183053109,1032,4056
39151712400,1032,2319
42071012900,1032,2385
42075003802,1032,2344
48499950800,1032,2269
06081603300,1031,2400
12011060128,1031,2593
15003008917,1031,1790
25015820101,1031,2902
25017315500,1031,2908
34029732001,1031,2444
35001003742,1031,2239
36005040702,1031,2875
41003000202,1031,2602
41029002702,1031,1996
48157672500,1031,2334
53053072408,1031,2562
06019004503,1030,2156
06041110100,1030,2351
06055202000,1030,2095
36059411200,1030,2708
37127010504,1030,2276
42077001900,1030,1898
49035104200,1030,2778
04015953301,1029,1668
06085511704,1029,1622
09110462201,1029,2353
09190245300,1029,2369
12041950100,1029,2488
17111871201,1029,2745
25021420301,1029,2679
34027040805,1029,2227
34029732101,1029,2369
39109355001,1029,2680
41019090001,1029,2241
53063013201,1029,2790
06013345114,1028,2452
06037543321,1028,2040
06073003207,1028,2276
12063211100,1028,1942
12127083211,1028,2686
18057110516,1028,4452
18063210501,1028,2671
18063211000,1028,2371
23001046500,1028,2978
25001010600,1028,1629
27163071400,1028,3190
34019011900,1028,2215
35051962401,1028,1310
36061012601,1028,3860
36089490300,1028,2494
42055010402,1028,2177
04019002904,1027,1693
04021000317,1027,1284
12083001105,1027,2142
12103027202,1027,2647
12109021210,1027,2010
16055000800,1027,2540
17031829800,1027,2398
24021751903,1027,2352
25017373800,1027,2452
36047035000,1027,1594
38059020200,1027,3534
40027201512,1027,1954
42041011304,1027,2795
55131420104,1027,2174
12035060107,1026,2201
12111381605,1026,2121
25001014600,1026,2037
26099230000,1026,2347
29113810309,1026,1972
36005005100,1026,2621
36007013304,1026,2496
36103123500,1026,2271
39055311700,1026,2110
39155931500,1026,1878
42055010701,1026,1952
48277000402,1026,2579
72099420200,1026,2864
17031804607,1025,2435
24033801407,1025,2496
32031002303,1025,1659
34027041901,1025,2088
37129012106,1025,2999
38101010601,1025,2477
47037019119,1025,3629
47065012100,1025,2814
54033032103,1025,2672
72025202402,1025,2556
06001404502,1024,2573
06071010413,1024,2675
20113788400,1024,2828
24021751301,1024,1999
25023522102,1024,2336
36059519200,1024,1990
36065025300,1024,3110
37041930101,1024,2154
37099950500,1024,3195
39153531801,1024,2603
39157020600,1024,2259
47093005813,1024,2680
53031950603,1024,1814
72131959200,1024,1916
05031000300,1023,2789
05069002000,1023,2013
06097153005,1023,2390
12057002500,1023,2815
12085001000,1023,2886
12095016733,1023,2270
12099000803,1023,1754
12099007420,1023,1702
12127091001,1023,2536
24013501002,1023,2059
36047057000,1023,1624
36047059402,1023,2373
01073011500,1022,2271
12011020210,1022,2452
13063040614,1022,2023
17027900300,1022,2944
25009211300,1022,2515
25009264100,1022,2672
29183311312,1022,2968
36081033403,1022,2283
39035186103,1022,2034
44005040102,1022,2280
47187051100,1022,3688
54099020300,1022,2243
01103005106,1021,2954
05125010515,1021,1251
06067004005,1021,1974
06071007308,1021,1836
11001000703,1021,1878
12101031104,1021,1860
12127090307,1021,3024
25011040100,1021,2011
42071011600,1021,2805
45083021303,1021,2537
47187050103,1021,2905
06019007204,1020,2501
12115002741,1020,1932
12127082414,1020,2249
13121008601,1020,2173
17031803200,1020,2069
26055551000,1020,2179
36067011101,1020,2103
37031970606,1020,1872
37037020801,1020,2208
39139001900,1020,2531
41015950100,1020,1683
42003429300,1020,2765
42101013401,1020,1833
51031020500,1020,2858
51177020106,1020,2869
51810045434,1020,2060
53035090501,1020,2291
56021001200,1020,2345
04019004726,1019,1699
09180870100,1019,2821
12021010905,1019,1373
12031016500,1019,2212
12061050905,1019,1845
12099007302,1019,2410
13281960200,1019,1912
32003002201,1019,2298
36005030202,1019,2634
36047035601,1019,1468
36081043702,1019,2150
36081088903,1019,1619
42075002801,1019,2038
53029971700,1019,2068
55059000502,1019,1698
06059021802,1018,2877
06073009505,1018,2802
12021010511,1018,1986
12105012412,1018,3207
12111381107,1018,1323
25007200400,1018,1746
26163575000,1018,2297
34025805300,1018,2364
36063022702,1018,2616
36119006802,1018,2118
42101034701,1018,2808
47035970103,1018,1550
48469001504,1018,3476
51007930200,1018,2675
53053072509,1018,2332
55095960800,1018,2946
55133200102,1018,2641
04021001307,1017,2232
04025001902,1017,1755
06019004303,1017,1916
06079011300,1017,2578
17031807600,1017,2135
19113000101,1017,2748
36005028100,1017,1685
37057060500,1017,2477
38015011200,1017,3503
42017104604,1017,2565
45073031000,1017,2193
47001020901,1017,2642
48029131615,1017,4299
55025011202,1017,2574
06059042311,1016,2531
06067008203,1016,1868
06071002105,1016,2038
06079012302,1016,2106
09190210502,1016,2977
12099004816,1016,1717
12109021302,1016,2270
17115002402,1016,2214
24005408502,1016,2031
24043010300,1016,2898
34015501208,1016,1939
42043024601,1016,2271
44005041602,1016,2114
47157007900,1016,2166
48201552801,1016,2487
55025010600,1016,2365
72105520200,1016,1707
06037297400,1015,1761
12099007010,1015,1218
17099963900,1015,2252
18057110805,1015,3037
25003925102,1015,2231
29095012200,1015,2637
33011011401,1015,2128
36059408300,1015,2240
37113970200,1015,2077
47027955000,1015,2186
47037017901,1015,2588
48039661400,1015,2887
72025200100,1015,2068
06065044922,1014,2646
10003011800,1014,2178
12081001604,1014,2530
17089854800,1014,2623
22051029300,1014,2097
27053026020,1014,2364
36001013708,1014,1669
42017101607,1014,2047
42041011803,1014,2705
47147080104,1014,3024
48403950300,1014,2102
04015950101,1013,1607
06071002027,1013,2134
12021010907,1013,1331
22017024304,1013,2193
25001011802,1013,2022
34025802100,1013,2507
36029014704,1013,1966
39063000200,1013,2697
39113125102,1013,2862
41017001302,1013,3651
45079010200,1013,2716
47167040302,1013,3870
51041100507,1013,2718
51109950201,1013,2454
04021000323,1012,1346
12035060212,1012,2035
12055960101,1012,1242
12127090806,1012,2450
13111050500,1012,1876
24003702100,1012,2526
34039036301,1012,2179
36061002800,1012,3108
42003407001,1012,2430
47179061500,1012,3082
48201251100,1012,2457
06001438204,1011,1952
06037703002,1011,2814
06059011715,1011,2499
12015020302,1011,1891
12021000301,1011,1562
12071001802,1011,1386
17031801500,1011,2534
21111010318,1011,2291
25013810100,1011,2866
28045030102,1011,1902
34003006202,1011,2160
37133002100,1011,2352
37183052101,1011,3178
42049002700,1011,2915
42077006703,1011,2362
42081010700,1011,2730
48265960304,1011,1672
04013216820,1010,2070
06059052513,1010,2082
06061021203,1010,3092
12083001301,1010,2662
18047969600,1010,2651
19101090400,1010,2234
34029736101,1010,2137
35049010400,1010,1478
36081092900,1010,2312
55017010200,1010,3183
55087011400,1010,2183
06075010701,1009,1834
06109003200,1009,2257
12003040102,1009,2434
12105014201,1009,2268
12117022206,1009,2734
18105001002,1009,3222
30111001300,1009,2535
32031001103,1009,2054
34005701102,1009,2508
36047069602,1009,1978
39017010901,1009,2149
45077010903,1009,2542
47171080200,1009,2658
48157674507,1009,4020
08059010701,1008,2486
13121007705,1008,2198
13135050631,1008,2640
25017334400,1008,2580
26093725000,1008,2863
27145011500,1008,2698
36067013500,1008,2605
39045031000,1008,2471
39055311500,1008,2274
41005023404,1008,2479
45015020713,1008,3608
48375014300,1008,2363
54107010901,1008,1945
56033000600,1008,2190
06045010300,1007,1744
12001000700,1007,2427
12001002209,1007,3352
12071010413,1007,2410
16045960100,1007,2224
17031828508,1007,1824
17043841705,1007,2275
24013508103,1007,3257
34015501608,1007,2477
34021004407,1007,2903
36059406400,1007,2654
39025040203,1007,2318
41041951500,1007,1585
51001090600,1007,1933
51165011500,1007,2302
72019952500,1007,2371
72113072400,1007,2726
01055010601,1006,2310
01069040204,1006,2565
06037554512,1006,2280
12015030507,1006,1458
12095013511,1006,2335
28089030401,1006,4314
32023960410,1006,2376
34013021400,1006,2571
36103110200,1006,2326
37097060100,1006,2617
41053005205,1006,3274
02020001731,1005,2353
06037430101,1005,2003
06037554521,1005,1951
06075035300,1005,2551
06081601000,1005,2274
09160320200,1005,1886
12011110362,1005,2538
13121007900,1005,2330
26049012904,1005,2775
26139025700,1005,2122
36059518501,1005,2036
37129011608,1005,2701
39099813601,1005,2578
40143005805,1005,2930
42001030902,1005,1865
42069112800,1005,2322
46103011004,1005,2959
48201231200,1005,2481
48291700400,1005,2674
55001950100,1005,1741
55059002400,1005,2019
06065941200,1004,1615
08031006816,1004,2760
12057000102,1004,2591
12081000314,1004,1473
12086012701,1004,3941
16037960200,1004,1933
25001015002,1004,1822
25021413100,1004,2457
29145020502,1004,2400
33015067000,1004,3019
34041031200,1004,2906
36047000100,1004,2660
36057072100,1004,2271
37037020105,1004,3075
42133021410,1004,2070
44009051202,1004,2244
51199051100,1004,2729
53009001600,1004,1598
53053071506,1004,2303
06073013414,1003,2527
26115833100,1003,2107
41019200000,1003,2135
41067033000,1003,2210
45045003802,1003,2453
47085130300,1003,2362
06029002804,1002,1428
08005081400,1002,2213
08085966502,1002,1958
08109977600,1002,1904
09140341100,1002,2651
09170167202,1002,1812
12127082802,1002,1934
17097860600,1002,3111
18059410201,1002,3801
18067001400,1002,2211
18127050203,1002,2857
20121100601,1002,2608
23015975600,1002,1808
39085205001,1002,2407
39153533400,1002,2737
42077005200,1002,2762
42089301203,1002,2106
42133023821,1002,2231
45079010304,1002,4285
48029182002,1002,3471
48367140601,1002,3285
06041124200,1001,2160
06073016607,1001,2423
09150906100,1001,2230
21047200700,1001,2660
30111001801,1001,2865
34013008100,1001,2349
37021003002,1001,2723
39055310600,1001,2200
42041011902,1001,2719
42071011701,1001,2259
42079212200,1001,2444
45045002812,1001,2713
45067950600,1001,2184
48029121501,1001,3689
48183000501,1001,2243
53067012100,1001,1841
55073000400,1001,2659
72139060302,1001,2862
04019004130,1000,1071
18179040100,1000,2573
37197050300,1000,2564
42125755200,1000,2071
47093005100,1000,2834
48029120504,1000,2755
48113018001,1000,2375
48201521900,1000,2436
53067012221,1000,3266
04013103208,999,2163
04019004337,999,1379
05051010900,999,1815
06073017801,999,2855
06097154202,999,2623
12081001502,999,2208
12083000904,999,3003
12099007622,999,2088
13135050522,999,2333
17031100200,999,2830
25009221300,999,2206
31019969203,999,2579
41019190000,999,2033
42017101506,999,2098
42077006102,999,2183
42081010800,999,2916
47059090900,999,2306
47089070500,999,2070
72071410100,999,2104
06025012302,998,2291
06111003616,998,1770
09130570300,998,2290
12011061001,998,2235
39085205002,998,2441
42021012000,998,2368
42029304300,998,3394
42069112500,998,2441
48113002703,998,2038
54055001800,998,2273
06013359203,997,2351
13223120301,997,2849
26067031600,997,2500
32005002300,997,1645
34029714100,997,1723
36111950500,997,1664
37049960401,997,2065
40109108515,997,2047
42133021224,997,2413
47165021201,997,2720
48201420900,997,2262
48423001912,997,1200
53053060300,997,2657
55039041400,997,2446
55093960500,997,3417
72127009903,997,1763
04003002001,996,2318
06059052408,996,1885
12127080700,996,1949
17019005701,996,2423
17095000400,996,2128
18005011500,996,3611
34001011806,996,2846
36059301000,996,1912
36061030900,996,3585
39043041900,996,2124
39093097500,996,3059
42051260100,996,2482
47165020700,996,2534
48061012305,996,1918
53029972100,996,1772
53053072305,996,2782
04015952004,995,1569
06059042332,995,2430
06087121200,995,2348
06111000302,995,3018
06113010510,995,2253
12105012506,995,4862
13145120401,995,2393
34005703801,995,2777
34009021600,995,1904
36061018500,995,2753
39035180102,995,1926
42045410800,995,3020
48339694206,995,1805
51087201003,995,2799
56021001302,995,2153
06037651001,994,2002
06037670604,994,2134
06065043405,994,2100
12021010514,994,1405
12061050603,994,2342
12071010702,994,1399
12099000104,994,2098
12103021501,994,1622
12111381804,994,2486
18141011506,994,2316
22079013201,994,2843
24045010603,994,3744
25001010400,994,1587
25009210500,994,2499
29189221335,994,2651
36005006700,994,2595
37021001900,994,2054
37145920100,994,2619
47149040501,994,3166
72129220700,994,2233
04013050609,993,2037
06013308001,993,3003
06019004302,993,1862
10005050304,993,1914
12031011901,993,3014
12033003611,993,2422
12071010416,993,1573
12117021404,993,3719
22105954601,993,3008
24005404404,993,2214
34011040902,993,2427
34029713203,993,2224
36029009104,993,1930
42133022200,993,2103
48367140403,993,2934
51041101015,993,2299
09140110301,992,2756
12071001711,992,1500
18035000904,992,2404
26047970600,992,2314
36055011601,992,2426
46135966302,992,2682
48029180602,992,1882
06037406903,991,2129
06073020044,991,3006
08001009316,991,2375
08013012701,991,2614
08123001500,991,2878
12071050402,991,2419
16055000701,991,2344
19149970100,991,2849
23015975800,991,1653
24031701316,991,2163
24510220100,991,2702
25017336100,991,2572
29189217600,991,2645
36059517701,991,2530
37057061808,991,1880
40041375701,991,1885
45045003303,991,2339
47119010301,991,3271
47155080701,991,1809
48171950200,991,1658
51700032117,991,2147
53057952403,991,2226
53061042001,991,2206
04021000804,990,1053
06065043809,990,2692
08013013003,990,3049
12009066101,990,2069
12057006103,990,2222
19027960300,990,2931
25005655200,990,2386
34013020902,990,2445
39153532202,990,3040
42037051500,990,2409
42133023301,990,2289
48339692304,990,3170
51179010307,990,3140
53053073001,990,2684
06059032048,989,2010
06059042111,989,2108
06081606400,989,2479
06097152701,989,1933
09120072100,989,2862
12001002202,989,2557
12023110202,989,2264
12097042100,989,4025
17031801000,989,2045
17031814400,989,2465
17113005102,989,2826
25005644200,989,2826
42003509400,989,2211
48061012301,989,1890
48201451604,989,1652
48291701200,989,2674
51075400102,989,2029
51171040800,989,2108
53067011000,989,2062
72031050821,989,1750
06065040609,988,4459
06111007402,988,2456
08069002801,988,1699
09170176000,988,2437
09180690900,988,2582
12101031301,988,1715
12111382115,988,2996
16083000200,988,2711
17031824106,988,2466
25017317101,988,3029
25023505202,988,2134
28045030503,988,2177
34001010401,988,2373
34025802300,988,1744
36029012902,988,2056
37089931801,988,1862
48089750400,988,1981
48157673902,988,3375
48453041600,988,3292
51127700100,988,2845
06013321102,987,2559
06037403318,987,2141
06073017403,987,1891
12015020203,987,1728
20173005700,987,2478
23031036004,987,1729
36005002002,987,1832
36111952600,987,2365
42049011900,987,2897
42051262800,987,2841
45013000100,987,1768
47163041400,987,2138
48439105519,987,2362
48439111402,987,2319
12021010808,986,2034
12057013204,986,1847
28121020219,986,2046
29031881500,986,2076
30081000402,986,2374
36029014204,986,2139
37067003804,986,2632
37129012111,986,2927
39153510302,986,2580
42003453004,986,3502
42019912002,986,2779
42083420600,986,2254
48113019026,986,2083
48397040101,986,2775
50011010600,986,2463
72057270800,986,2785
06001437101,985,2246
06037482600,985,2179
06037910302,985,2023
20059954500,985,2516
21173920302,985,2910
30081000502,985,2319
32003005860,985,5096
34027044503,985,1432
36079011501,985,1655
36081071306,985,3121
42003523600,985,2155
48085031636,985,2979
51059481400,985,2592
06001440308,984,1987
06037408503,984,1991
12011020205,984,2788
12071010203,984,2951
12107950600,984,2287
18097330500,984,2591
25027747101,984,2423
26045020302,984,2990
26065001703,984,2202
34021003202,984,2185
37021003003,984,2428
42043023602,984,2655
48201555404,984,1979
51650012100,984,2323
06037650300,983,2568
12035060303,983,1566
12101031406,983,1609
17031801607,983,2032
17031806006,983,1706
19055950300,983,2483
29077003701,983,2493
34029736001,983,1622
34041031302,983,2439
42097081900,983,2284
47157022410,983,2242
48029191503,983,2277
55025012002,983,2082
55133200201,983,1670
55133201703,983,2439
04013218300,982,2865
06059086902,982,1773
08031011902,982,2785
12071020801,982,1208
12115001801,982,1650
24025304202,982,2204
24047950800,982,2322
25021422502,982,2717
34029717102,982,1840
36103158711,982,2296
36103159108,982,2343
38017040504,982,2722
39013012400,982,1801
39043041800,982,2381
42003429500,982,2327
45079011902,982,1807
48453037400,982,2057
51073100301,982,2411
51133020302,982,1601
51570830100,982,2042
54057010500,982,2118
55067960700,982,2066
04013103611,981,2266
04025001004,981,1681
12071010104,981,1228
19153010602,981,2803
37069060502,981,3813
37159051001,981,3021
37159051400,981,3058
72129220100,981,2490
72131958500,981,1684
04013216837,980,2593
04025001602,980,1617
04025001801,980,1845
12061050906,980,1320
12075970502,980,2057
12103025417,980,1300
18109510101,980,2172
24033805000,980,2338
32003003647,980,1978
34023002500,980,2219
37127010802,980,2454
72127009122,980,2208
08005005951,979,2704
17007010400,979,2383
17031100500,979,2338
17031804804,979,2499
18097380902,979,2649
35001004720,979,1786
42003459102,979,2578
45045002815,979,2504
46099001108,979,2604
48113011300,979,1926
51085320100,979,2292
51153901012,979,1650
01033020703,978,2837
04019004332,978,1070
06029005104,978,1710
06073013203,978,2146
08043978500,978,2529
12071010109,978,1615
12071010303,978,2402
12086006303,978,1723
29189210400,978,1968
29189210600,978,2635
34009020301,978,2005
36007010200,978,2367
36059302000,978,2171
36081028300,978,3289
36081071100,978,2863
37009970400,978,2236
39049009390,978,2747
39085201200,978,1999
45035010505,978,2687
48451001708,978,3045
55035000803,978,2869
05033020204,977,2359
06061021801,977,1853
06077003219,977,2893
06079012707,977,1987
12099005411,977,1455
18091041500,977,2216
22017024504,977,2251
24027603001,977,2297
24033800212,977,2788
25013811302,977,2502
29189221425,977,2204
34009021804,977,2700
36061008100,977,3912
36111954800,977,2171
42109070100,977,2330
44003022202,977,2429
51095080207,977,1730
53061041301,977,2141
72091570800,977,2410
06037650001,976,2343
06041119201,976,1966
09150900200,976,2143
10005051010,976,1609
12086005706,976,1776
12099007769,976,1208
12121970304,976,1774
17031770201,976,2801
17163503322,976,2606
26075005302,976,1871
27053021300,976,2446
39055310800,976,2577
40153953500,976,2614
42003484500,976,2611
42017106300,976,2726
45003020100,976,2109
45057010600,976,2259
47187050604,976,3632
12081001909,975,1760
12101032200,975,2129
18029080700,975,2329
37129012009,975,2760
39107967500,975,2502
40147000601,975,2315
48201341400,975,2366
04025001201,974,1381
09110462101,974,2564
09110514600,974,2655
10003014903,974,2930
12099005946,974,2954
25023545200,974,2864
33015100401,974,2191
37145920300,974,2883
42107002900,974,2360
48189950300,974,2538
06005000101,973,1950
06037236001,973,1902
06059110012,973,1917
08069002505,973,2809
09110494100,973,2820
09110524200,973,2538
12053040202,973,2483
12055960700,973,1652
12095016509,973,2243
17031825400,973,2463
21037053301,973,2605
24005410100,973,2180
25005633200,973,2459
26139022108,973,2531
27123040601,973,1974
27145011302,973,2808
29091090600,973,2134
33015065010,973,2152
34003019203,973,1701
35001003001,973,1974
37067003308,973,3004
37157041200,973,2253
39035160604,973,2682
42021010801,973,2436
42069110401,973,2604
47035970601,973,2199
51810044600,973,2269
53053071902,973,2280
55131450103,973,2536
55141011400,973,2304
01003011300,972,2349
04013420105,972,2358
04013618900,972,3181
06083002211,972,2070
12009064901,972,2528
12009064902,972,1749
12055960104,972,1454
12095016200,972,2834
12107950900,972,2500
15003006704,972,2772
17031710200,972,1784
17089852700,972,3017
25009209100,972,2648
25021420302,972,2618
26125156200,972,2626
28015950100,972,2164
34039037602,972,2458
36001013707,972,2455
42095010200,972,1559
45045002819,972,2406
47011011204,972,2444
48157671501,972,2639
48181001200,972,2916
48201430900,972,2640
51153901511,972,1725
51161030701,972,2658
53063001500,972,2392
72105520500,972,2333
06059021814,971,2832
06061020502,971,1779
